year,team_name,stage_rank,won_tournament,elo_pre_tournament,form_matches,form_win_rate,form_draw_rate,form_gd_per_game,form_gf_per_game,form_ga_per_game,form_points_per_game,squad_size,squad_avg_age,squad_min_age,squad_avg_exp,n_gk,n_def,n_mid,n_fwd,wc_appearances,best_stage_ever,is_host,won_last_wc
2002,Belgium,3,0,1849.4,15.0,0.6,0.26666666666666666,1.1333333333333333,2.0,0.8666666666666667,2.066666666666667,23,29.4,23.808350444900753,0.52,0,7,8,5,10,6,0,0
2002,Brazil,7,1,1860.5,20.0,0.6,0.05,1.3,2.1,0.8,1.85,23,26.7,20.10677618069815,0.35,0,8,8,4,16,7,0,0
2002,Cameroon,1,0,1894.2,20.0,0.45,0.35,0.45,1.2,0.75,1.7,23,25.4,18.28062970568104,0.74,0,7,8,5,4,4,0,0
2002,China,1,0,1805.2,20.0,0.65,0.2,1.6,2.15,0.55,2.15,23,26.7,20.303901437371664,0.0,0,8,8,4,0,0,0,0
2002,Costa Rica,1,0,1825.1,20.0,0.55,0.2,0.55,1.45,0.9,1.85,23,27.5,20.632443531827516,0.04,0,9,5,6,1,3,0,0
2002,Croatia,1,0,1858.9,15.0,0.5333333333333333,0.4,1.0666666666666667,1.6,0.5333333333333333,2.0,23,28.1,22.32991101984942,0.57,0,8,6,6,1,6,0,0
2002,Denmark,3,0,1878.6,15.0,0.6666666666666666,0.2,1.2666666666666666,2.0,0.7333333333333333,2.2,23,28.0,21.642710472279262,0.3,0,7,9,4,2,4,0,0
2002,Ecuador,1,0,1731.8,20.0,0.4,0.3,0.35,1.05,0.7,1.5,23,27.9,20.465434633812457,0.0,0,7,7,6,0,0,0,0
2002,England,4,0,1895.9,15.0,0.5333333333333333,0.3333333333333333,1.2666666666666666,2.2,0.9333333333333333,1.9333333333333333,23,27.2,20.55852156057495,0.48,0,8,7,5,10,7,0,0
2002,France,1,0,2087.2,18.0,0.6666666666666666,0.1111111111111111,1.5555555555555556,2.2777777777777777,0.7222222222222222,2.111111111111111,23,28.8,20.799452429842574,0.61,0,8,7,5,10,7,0,1
2002,Germany,7,0,1852.5,17.0,0.5882352941176471,0.17647058823529413,1.4705882352941178,2.764705882352941,1.2941176470588236,1.9411764705882353,23,28.1,21.56605065023956,0.3,0,6,9,5,4,6,0,0
2002,Italy,3,0,1978.4,13.0,0.6153846153846154,0.23076923076923078,0.7692307692307693,1.3076923076923077,0.5384615384615384,2.076923076923077,23,28.2,24.33675564681725,0.52,0,8,6,6,14,7,0,0
2002,Japan,3,0,1905.7,20.0,0.45,0.3,0.2,1.2,1.0,1.65,23,25.8,22.04517453798768,0.35,0,6,10,4,1,1,0,0
2002,Mexico,3,0,1908.5,20.0,0.65,0.15,1.0,1.7,0.7,2.1,23,29.0,23.085557837097877,0.57,0,6,9,5,11,4,0,0
2002,Nigeria,1,0,1858.5,20.0,0.65,0.25,1.0,1.6,0.6,2.2,23,23.9,17.242984257357975,0.35,0,8,8,4,2,3,0,0
2002,Paraguay,3,0,1682.6,18.0,0.2777777777777778,0.3333333333333333,-0.4444444444444444,1.2777777777777777,1.7222222222222223,1.1666666666666667,23,28.2,20.788501026694046,0.43,0,8,7,5,5,3,0,0
2002,Poland,1,0,1697.5,16.0,0.5,0.3125,0.75,1.8125,1.0625,1.8125,23,28.8,23.21697467488022,0.0,0,9,6,5,5,6,0,0
2002,Portugal,1,0,1962.3,14.0,0.5714285714285714,0.2857142857142857,1.7142857142857142,2.857142857142857,1.1428571428571428,2.0,23,28.3,19.37303216974675,0.0,0,8,9,3,2,6,0,0
2002,Republic of Ireland,3,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,27.5,21.22381930184805,0.3,0,8,8,4,2,4,0,0
2002,Russia,1,0,1738.5,16.0,0.375,0.4375,0.5,1.4375,0.9375,1.5625,23,27.8,18.595482546201232,0.26,0,7,9,4,1,1,0,0
2002,Saudi Arabia,1,0,1856.0,20.0,0.65,0.1,0.7,1.7,1.0,2.05,23,26.3,21.475701574264203,0.52,0,8,8,4,2,3,0,0
2002,Senegal,4,0,1850.5,20.0,0.65,0.15,0.9,1.45,0.55,2.1,23,25.2,19.43874058863792,0.0,0,7,8,5,0,0,0,0
2002,Slovenia,1,0,1753.6,17.0,0.4117647058823529,0.4117647058823529,0.11764705882352941,1.1764705882352942,1.0588235294117647,1.6470588235294117,23,28.6,22.951403148528406,0.0,0,8,7,5,0,0,0,0
2002,South Africa,1,0,1678.2,20.0,0.4,0.35,0.1,0.85,0.75,1.55,23,26.8,20.205338809034906,0.26,0,7,10,3,1,1,0,0
2002,South Korea,6,0,1800.9,20.0,0.3,0.4,0.2,1.15,0.95,1.3,23,27.1,20.892539356605067,0.57,0,7,6,7,5,1,0,0
2002,Spain,4,0,1926.1,12.0,0.6666666666666666,0.16666666666666666,1.5,2.1666666666666665,0.6666666666666666,2.1666666666666665,23,27.1,20.859685147159478,0.39,0,6,10,4,10,4,0,0
2002,Sweden,3,0,1818.1,20.0,0.6,0.35,1.45,2.05,0.6,2.15,23,27.2,20.657084188911703,0.17,0,8,8,4,9,7,0,0
2002,Tunisia,1,0,1686.2,20.0,0.4,0.35,1.05,1.85,0.8,1.55,23,27.5,20.725530458590008,0.48,0,9,6,5,2,1,0,0
2002,Turkey,6,0,1710.6,16.0,0.4375,0.3125,0.625,1.4375,0.8125,1.625,23,28.0,21.727583846680357,0.0,0,6,9,5,1,1,0,0
2002,United States,4,0,1888.0,20.0,0.5,0.1,0.55,1.5,0.95,1.6,23,28.8,20.019164955509925,0.83,0,8,7,5,6,5,0,0
2002,Uruguay,1,0,1819.8,20.0,0.4,0.3,0.25,1.3,1.05,1.5,23,25.8,22.036960985626283,0.0,0,6,7,7,9,7,0,0
2006,Angola,1,0,1678.8,20.0,0.35,0.25,0.0,1.35,1.35,1.3,23,26.7,21.021218343600275,0.0,0,8,6,6,0,0,0,0
2006,Argentina,4,0,1917.3,20.0,0.5,0.2,0.45,1.75,1.3,1.7,23,26.6,18.9596167008898,0.26,0,8,6,6,13,7,0,0
2006,Australia,3,0,1949.9,16.0,0.625,0.125,1.125,2.1875,1.0625,2.0,23,28.5,20.84599589322382,0.0,0,8,7,5,1,1,0,0
2006,Brazil,4,0,2048.6,18.0,0.6666666666666666,0.2222222222222222,2.111111111111111,2.888888888888889,0.7777777777777778,2.2222222222222223,23,28.8,22.3709787816564,0.78,0,8,8,4,17,7,0,1
2006,Costa Rica,1,0,1744.1,20.0,0.35,0.1,-0.4,1.25,1.65,1.15,23,27.9,21.440109514031484,0.39,0,8,7,5,2,3,0,0
2006,Croatia,1,0,1844.6,17.0,0.47058823529411764,0.29411764705882354,0.8235294117647058,1.9411764705882353,1.1176470588235294,1.7058823529411764,23,28.0,20.747433264887064,0.61,0,5,10,5,2,6,0,0
2006,Czech Republic,1,0,1967.6,16.0,0.75,0.0625,1.8125,2.6875,0.875,2.3125,23,28.9,24.05475701574264,0.0,0,7,8,5,0,0,0,0
2006,Ecuador,3,0,1715.0,20.0,0.35,0.25,-0.15,1.15,1.3,1.3,23,26.9,20.10677618069815,0.39,0,7,8,5,1,1,0,0
2006,England,4,0,1992.4,14.0,0.7857142857142857,0.07142857142857142,1.2142857142857142,2.142857142857143,0.9285714285714286,2.4285714285714284,23,25.8,17.232032854209447,0.61,0,7,9,4,11,7,0,0
2006,France,7,0,2005.1,15.0,0.6,0.3333333333333333,1.1333333333333333,1.7333333333333334,0.6,2.1333333333333333,23,29.1,23.173169062286107,0.74,0,8,7,5,11,7,0,0
2006,Germany,6,0,1954.7,20.0,0.5,0.3,0.9,2.45,1.55,1.8,23,26.8,20.594113620807665,0.57,0,7,8,5,5,7,1,0
2006,Ghana,3,0,1721.2,17.0,0.47058823529411764,0.23529411764705882,0.6470588235294118,1.5294117647058822,0.8823529411764706,1.6470588235294117,23,25.1,20.188911704312115,0.0,0,8,7,5,0,0,0,0
2006,Iran,1,0,1951.9,16.0,0.75,0.125,1.1875,2.0,0.8125,2.375,23,27.1,20.709103353867214,0.09,0,6,8,6,2,1,0,0
2006,Italy,7,1,1948.6,16.0,0.5,0.5,0.9375,1.5625,0.625,2.0,23,28.7,22.87748117727584,0.61,0,8,6,6,15,7,0,0
2006,Ivory Coast,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,25.9,22.373716632443532,0.0,0,8,7,5,0,0,0,0
2006,Japan,1,0,1869.3,20.0,0.45,0.3,0.5,1.7,1.2,1.65,23,27.7,24.750171115674195,0.65,0,8,7,5,2,3,0,0
2006,Mexico,3,0,1882.0,20.0,0.6,0.0,0.65,1.7,1.05,1.8,23,27.8,19.696098562628336,0.52,0,8,8,4,12,4,0,0
2006,Netherlands,3,0,2013.9,15.0,0.6666666666666666,0.26666666666666666,1.2,1.6666666666666667,0.4666666666666667,2.2666666666666666,23,27.0,19.471594798083505,0.22,0,8,7,5,7,7,0,0
2006,Paraguay,1,0,1787.8,18.0,0.4444444444444444,0.2777777777777778,0.2222222222222222,1.5,1.2777777777777777,1.6111111111111112,23,27.2,18.223134839151268,0.61,0,7,8,5,6,3,0,0
2006,Poland,1,0,1824.3,20.0,0.7,0.05,1.15,2.15,1.0,2.15,23,27.1,21.141683778234086,0.17,0,7,8,5,6,6,0,0
2006,Portugal,6,0,1964.7,15.0,0.7333333333333333,0.2,1.8666666666666667,2.2666666666666666,0.4,2.4,23,28.4,21.338809034907598,0.3,0,7,7,6,3,6,0,0
2006,Saudi Arabia,1,0,1678.3,20.0,0.3,0.25,-0.15,1.25,1.4,1.15,23,26.9,19.10198494182067,0.74,0,9,7,4,3,3,0,0
2006,Serbia and Montenegro,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,28.3,21.806981519507186,0.09,0,8,8,4,0,0,0,0
2006,South Korea,1,0,1835.4,20.0,0.45,0.3,0.45,1.1,0.65,1.65,23,26.5,20.914442162902123,0.48,0,8,6,6,6,6,0,0
2006,Spain,3,0,2004.5,16.0,0.6875,0.3125,1.75,2.25,0.5,2.375,23,26.2,19.09924709103354,0.39,0,8,9,3,11,4,0,0
2006,Sweden,3,0,1844.1,17.0,0.35294117647058826,0.47058823529411764,0.6470588235294118,1.5294117647058822,0.8823529411764706,1.5294117647058822,23,28.0,22.217659137577,0.65,0,7,8,5,10,7,0,0
2006,Switzerland,3,0,1815.3,15.0,0.5333333333333333,0.4,0.8666666666666667,1.7333333333333334,0.8666666666666667,2.0,23,25.6,19.38945927446954,0.0,0,8,8,4,7,4,0,0
2006,Togo,1,0,1575.3,16.0,0.5,0.0625,0.0625,1.375,1.3125,1.5625,23,26.0,18.43668720054757,0.0,0,7,8,5,0,0,0,0
2006,Trinidad and Tobago,1,0,1683.4,20.0,0.4,0.25,0.0,1.15,1.15,1.45,23,29.5,21.675564681724847,0.0,0,7,7,6,0,0,0,0
2006,Tunisia,1,0,1814.3,20.0,0.6,0.2,0.8,1.7,0.9,2.0,23,27.4,19.76728268309377,0.43,0,8,7,5,3,1,0,0
2006,Ukraine,4,0,1824.3,15.0,0.6,0.3333333333333333,1.1333333333333333,1.4666666666666666,0.3333333333333333,2.1333333333333333,23,26.4,19.586584531143053,0.0,0,7,7,6,0,0,0,0
2006,United States,1,0,1948.3,20.0,0.55,0.3,0.75,1.45,0.7,1.95,23,28.6,22.190280629705683,0.78,0,7,8,5,7,5,0,0
2010,Algeria,1,0,1671.3,18.0,0.5555555555555556,0.1111111111111111,-0.16666666666666666,1.0,1.1666666666666667,1.7777777777777777,23,26.7,20.306639288158795,0.0,0,8,8,4,2,1,0,0
2010,Argentina,4,0,1932.0,19.0,0.6842105263157895,0.0,0.6842105263157895,2.0,1.3157894736842106,2.0526315789473686,23,27.6,20.974674880219027,0.39,0,7,7,6,14,7,0,0
2010,Australia,1,0,1929.9,17.0,0.5294117647058824,0.29411764705882354,0.47058823529411764,1.1764705882352942,0.7058823529411765,1.8823529411764706,23,29.0,22.97056810403833,0.61,0,7,9,4,2,3,0,0
2010,Brazil,4,0,2141.9,20.0,0.85,0.1,1.75,2.4,0.65,2.65,23,29.2,23.21697467488022,0.52,0,8,8,4,18,7,0,0
2010,Cameroon,1,0,1756.7,20.0,0.4,0.3,0.35,1.45,1.1,1.5,23,25.6,18.38466803559206,0.3,0,8,7,5,5,4,0,0
2010,Chile,3,0,1965.8,20.0,0.65,0.2,0.85,1.8,0.95,2.15,23,26.4,21.475701574264203,0.0,0,5,9,6,7,6,0,0
2010,Denmark,1,0,1774.0,15.0,0.4,0.26666666666666666,0.4666666666666667,1.2,0.7333333333333333,1.4666666666666666,23,28.3,18.321697467488022,0.35,0,7,10,3,3,4,0,0
2010,England,3,0,2067.2,14.0,0.7142857142857143,0.07142857142857142,1.7142857142857142,2.5714285714285716,0.8571428571428571,2.2142857142857144,23,28.9,23.145790554414784,0.65,0,8,8,4,12,7,0,0
2010,France,1,0,1904.7,16.0,0.5,0.25,0.4375,1.1875,0.75,1.75,23,28.1,23.457905544147845,0.43,0,8,7,5,12,7,0,0
2010,Germany,6,0,2012.3,15.0,0.6666666666666666,0.2,1.7333333333333334,2.3333333333333335,0.6,2.2,23,25.4,20.432580424366872,0.39,0,8,8,4,6,7,0,0
2010,Ghana,4,0,1769.0,20.0,0.5,0.15,0.2,1.25,1.05,1.65,23,24.7,19.912388774811774,0.39,0,8,8,4,1,3,0,0
2010,Greece,1,0,1744.4,13.0,0.3076923076923077,0.38461538461538464,-0.15384615384615385,1.1538461538461537,1.3076923076923077,1.3076923076923077,23,28.1,20.188911704312115,0.0,0,10,5,5,1,1,0,0
2010,Honduras,1,0,1779.3,20.0,0.5,0.1,0.35,1.4,1.05,1.6,23,28.3,23.474332648870636,0.0,0,8,6,6,1,1,0,0
2010,Italy,1,0,1983.1,18.0,0.4444444444444444,0.3333333333333333,0.3888888888888889,1.3888888888888888,1.0,1.6666666666666667,23,28.7,23.1129363449692,0.65,0,7,8,5,16,7,0,1
2010,Ivory Coast,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,27.1,22.444900752908968,0.48,0,8,7,5,1,1,0,0
2010,Japan,3,0,1821.0,20.0,0.45,0.2,0.55,1.7,1.15,1.55,23,28.2,22.094455852156056,0.57,0,7,7,6,3,3,0,0
2010,Mexico,3,0,2000.0,20.0,0.65,0.2,1.25,2.0,0.75,2.15,23,27.6,21.084188911704313,0.61,0,9,5,6,13,4,0,0
2010,Netherlands,7,0,2104.2,15.0,0.6666666666666666,0.3333333333333333,1.6,2.1333333333333333,0.5333333333333333,2.3333333333333335,23,28.1,22.351813826146476,0.65,0,7,7,6,8,7,0,0
2010,New Zealand,1,0,1689.5,14.0,0.21428571428571427,0.21428571428571427,-0.8571428571428571,0.8571428571428571,1.7142857142857142,0.8571428571428571,23,27.9,18.510609171800137,0.0,0,7,9,4,1,1,0,0
2010,Nigeria,1,0,1825.5,19.0,0.47368421052631576,0.42105263157894735,0.6842105263157895,1.368421052631579,0.6842105263157895,1.8421052631578947,23,26.2,19.51813826146475,0.3,0,7,4,9,3,3,0,0
2010,North Korea,1,0,1627.0,20.0,0.3,0.4,0.85,1.8,0.95,1.3,23,25.2,17.61259411362081,0.0,0,8,8,4,1,4,0,0
2010,Paraguay,4,0,1797.0,18.0,0.3333333333333333,0.2222222222222222,-0.2777777777777778,0.8333333333333334,1.1111111111111112,1.2222222222222223,23,28.7,21.50034223134839,0.65,0,8,6,6,7,3,0,0
2010,Portugal,3,0,1920.1,16.0,0.75,0.25,1.5,1.6875,0.1875,2.5,23,28.2,22.250513347022586,0.35,0,8,9,3,4,6,0,0
2010,Serbia,1,0,1879.0,18.0,0.6666666666666666,0.1111111111111111,1.1111111111111112,1.7777777777777777,0.6666666666666666,2.111111111111111,23,26.4,21.259411362080765,0.22,0,7,9,4,0,0,0,0
2010,Slovakia,3,0,1710.1,15.0,0.4,0.2,0.3333333333333333,1.6666666666666667,1.3333333333333333,1.4,23,26.5,20.528405201916495,0.0,0,7,9,4,0,0,0,0
2010,Slovenia,1,0,1749.3,12.0,0.5833333333333334,0.08333333333333333,1.1666666666666667,1.9166666666666667,0.75,1.8333333333333333,23,27.2,20.057494866529773,0.0,0,8,6,6,1,1,0,0
2010,South Africa,1,0,1748.8,20.0,0.4,0.35,0.65,1.2,0.55,1.55,23,27.3,22.642026009582477,0.17,0,8,9,3,2,1,1,0
2010,South Korea,3,0,1889.8,20.0,0.6,0.15,0.8,1.45,0.65,1.95,23,27.6,20.67898699520876,0.7,0,7,8,5,7,6,0,0
2010,Spain,7,1,2210.6,20.0,0.95,0.0,2.25,2.95,0.7,2.85,23,26.4,21.77138945927447,0.61,0,7,9,4,12,4,0,0
2010,Switzerland,1,0,1801.7,12.0,0.3333333333333333,0.4166666666666667,0.4166666666666667,1.1666666666666667,0.75,1.4166666666666667,23,27.1,18.6694045174538,0.35,0,7,9,4,8,4,0,0
2010,United States,3,0,1873.1,20.0,0.5,0.1,0.05,1.75,1.7,1.6,23,27.3,20.594113620807665,0.48,0,7,9,4,8,5,0,0
2010,Uruguay,6,0,1887.5,14.0,0.5,0.21428571428571427,0.35714285714285715,1.5,1.1428571428571428,1.7142857142857142,23,27.1,21.22381930184805,0.09,0,7,8,5,10,7,0,0
2014,Algeria,3,0,1765.6,16.0,0.625,0.1875,0.6875,1.5625,0.875,2.0625,23,26.6,19.548254620123203,0.3,0,8,9,3,3,1,0,0
2014,Argentina,7,0,2091.9,15.0,0.6,0.3333333333333333,1.3333333333333333,2.066666666666667,0.7333333333333333,2.1333333333333333,23,28.9,24.229979466119097,0.57,0,7,8,5,15,7,0,0
2014,Australia,1,0,1790.9,15.0,0.26666666666666666,0.26666666666666666,-0.5333333333333333,1.5333333333333334,2.066666666666667,1.0666666666666667,23,26.4,21.026694045174537,0.39,0,6,11,3,3,3,0,0
2014,Belgium,4,0,1922.2,15.0,0.6666666666666666,0.2,0.9333333333333333,1.8666666666666667,0.9333333333333333,2.2,23,26.0,19.15126625598905,0.04,0,8,9,3,11,6,0,0
2014,Bosnia and Herzegovina,1,0,1841.8,12.0,0.6666666666666666,0.0,0.9166666666666666,2.0,1.0833333333333333,2.0,23,27.1,20.97741273100616,0.0,0,8,9,3,0,0,0,0
2014,Brazil,6,0,2220.0,20.0,0.8,0.15,2.25,2.8,0.55,2.55,23,28.4,21.75770020533881,0.3,0,8,7,5,19,7,1,0
2014,Cameroon,1,0,1757.2,13.0,0.46153846153846156,0.3076923076923077,0.38461538461538464,1.3076923076923077,0.9230769230769231,1.6923076923076923,23,26.6,18.083504449007528,0.65,0,7,7,6,6,4,0,0
2014,Chile,3,0,2003.9,16.0,0.625,0.1875,1.375,2.3125,0.9375,2.0625,23,28.0,23.531827515400412,0.48,0,5,11,4,8,6,0,0
2014,Colombia,4,0,2000.8,14.0,0.5,0.35714285714285715,0.8571428571428571,1.5714285714285714,0.7142857142857143,1.8571428571428572,23,27.5,21.284052019164957,0.09,0,7,8,5,4,3,0,0
2014,Costa Rica,4,0,1793.9,20.0,0.45,0.15,0.25,1.1,0.85,1.5,23,27.4,21.960301163586585,0.09,0,9,7,4,3,3,0,0
2014,Croatia,1,0,1833.9,15.0,0.5333333333333333,0.2,0.5333333333333333,1.4666666666666666,0.9333333333333333,1.8,23,27.4,20.10130047912389,0.26,0,7,8,5,3,6,0,0
2014,Ecuador,1,0,1905.1,17.0,0.29411764705882354,0.35294117647058826,0.11764705882352941,1.6470588235294117,1.5294117647058822,1.2352941176470589,23,27.7,19.148528405201915,0.26,0,6,11,3,2,3,0,0
2014,England,1,0,2002.9,16.0,0.5,0.375,1.25,2.0625,0.8125,1.875,23,26.6,18.91854893908282,0.39,0,7,9,4,13,7,0,0
2014,France,4,0,1975.0,16.0,0.5,0.1875,1.375,2.1875,0.8125,1.6875,23,26.8,20.895277207392198,0.22,0,8,8,4,13,7,0,0
2014,Germany,7,1,2140.8,16.0,0.6875,0.25,1.625,2.75,1.125,2.3125,23,26.2,20.39425051334702,0.74,0,9,7,4,7,7,0,0
2014,Ghana,1,0,1800.6,20.0,0.55,0.15,0.9,1.85,0.95,1.8,23,25.5,21.481177275838466,0.43,0,6,10,4,2,4,0,0
2014,Greece,3,0,1882.6,14.0,0.5714285714285714,0.2857142857142857,0.5,1.0714285714285714,0.5714285714285714,2.0,23,28.5,20.23545516769336,0.43,0,7,9,4,2,1,0,0
2014,Honduras,1,0,1785.7,20.0,0.35,0.25,-0.4,1.1,1.5,1.3,23,28.6,20.744695414099933,0.43,0,7,9,4,2,1,0,0
2014,Iran,1,0,1854.2,17.0,0.5882352941176471,0.29411764705882354,1.1176470588235294,1.8235294117647058,0.7058823529411765,2.0588235294117645,23,28.5,20.83504449007529,0.17,0,9,8,3,3,1,0,0
2014,Italy,1,0,1947.1,20.0,0.3,0.55,0.3,1.6,1.3,1.45,23,27.9,21.585215605749486,0.52,0,7,8,5,17,7,0,0
2014,Ivory Coast,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,27.8,20.99110198494182,0.7,0,8,4,8,2,1,0,0
2014,Japan,1,0,1892.8,20.0,0.5,0.15,0.15,1.95,1.8,1.65,23,27.3,23.247091033538673,0.43,0,8,7,5,4,3,0,0
2014,Mexico,3,0,1906.9,20.0,0.5,0.05,0.55,1.75,1.2,1.55,23,27.3,21.727583846680357,0.7,0,8,8,4,14,4,0,0
2014,Netherlands,6,0,2020.4,16.0,0.5625,0.375,1.5,2.125,0.625,2.0625,23,26.5,20.32306639288159,0.48,0,8,6,6,9,7,0,0
2014,Nigeria,3,0,1847.0,20.0,0.5,0.3,0.75,1.8,1.05,1.8,23,25.8,20.65160848733744,0.3,0,7,7,6,4,3,0,0
2014,Portugal,1,0,2045.5,16.0,0.625,0.25,1.0625,2.125,1.0625,2.125,23,28.5,21.07049965776865,0.61,0,7,9,4,5,6,0,0
2014,Russia,1,0,1891.7,14.0,0.5714285714285714,0.2857142857142857,1.0714285714285714,1.7142857142857142,0.6428571428571429,2.0,23,27.5,21.377138945927445,0.04,0,9,6,5,2,1,0,0
2014,South Korea,1,0,1772.7,20.0,0.35,0.2,-0.3,0.95,1.25,1.25,23,26.2,21.927446954141,0.26,0,8,7,5,8,6,0,0
2014,Spain,1,0,2184.8,20.0,0.75,0.15,1.45,2.05,0.6,2.4,23,28.3,22.425735797399042,1.17,0,6,10,4,13,7,0,1
2014,Switzerland,3,0,1920.4,12.0,0.5833333333333334,0.3333333333333333,0.6666666666666666,1.4166666666666667,0.75,2.0833333333333335,23,26.1,21.7056810403833,0.7,0,8,8,4,9,4,0,0
2014,United States,3,0,1995.5,20.0,0.8,0.05,1.25,2.15,0.9,2.45,23,27.8,19.017111567419576,0.43,0,8,8,4,9,5,0,0
2014,Uruguay,3,0,2011.1,20.0,0.55,0.2,0.9,1.9,1.0,1.85,23,28.5,19.392197125256672,0.7,0,7,8,5,11,7,0,0
2018,Argentina,3,0,2071.8,13.0,0.5384615384615384,0.23076923076923078,0.6153846153846154,1.6923076923076923,1.0769230769230769,1.8461538461538463,23,29.5,22.17932922655715,0.7,0,9,7,4,16,7,0,0
2018,Australia,1,0,1891.0,17.0,0.4117647058823529,0.35294117647058826,0.11764705882352941,1.4705882352941178,1.3529411764705883,1.588235294117647,23,28.1,19.44147843942505,0.48,0,7,5,8,4,3,0,0
2018,Belgium,6,0,2056.0,14.0,0.7142857142857143,0.2857142857142857,2.0714285714285716,3.0,0.9285714285714286,2.4285714285714284,23,27.6,21.10335386721424,0.65,0,7,8,5,12,6,0,0
2018,Brazil,4,0,2242.7,15.0,0.7333333333333333,0.2,1.7333333333333334,2.0,0.26666666666666666,2.4,23,28.6,21.196440793976727,0.3,0,8,7,5,20,7,0,0
2018,Colombia,3,0,1987.6,14.0,0.35714285714285715,0.42857142857142855,0.6428571428571429,1.4285714285714286,0.7857142857142857,1.5,23,28.4,22.0041067761807,0.43,0,7,8,5,5,4,0,0
2018,Costa Rica,1,0,1845.2,20.0,0.35,0.25,-0.25,0.95,1.2,1.3,23,29.8,20.27378507871321,0.61,0,9,8,3,4,4,0,0
2018,Croatia,7,0,1936.1,16.0,0.4375,0.25,0.0625,1.0,0.9375,1.5625,23,27.9,21.738535249828885,0.61,0,8,6,6,4,6,0,0
2018,Denmark,3,0,1933.8,14.0,0.5,0.42857142857142855,1.1428571428571428,1.5714285714285714,0.42857142857142855,1.9285714285714286,23,27.1,20.687200547570157,0.13,0,7,6,7,4,4,0,0
2018,Egypt,1,0,1730.2,20.0,0.45,0.25,0.15,0.85,0.7,1.6,23,29.0,21.388090349075977,0.0,0,8,6,6,2,3,0,0
2018,England,6,0,2041.2,14.0,0.5714285714285714,0.2857142857142857,0.7857142857142857,1.4285714285714286,0.6428571428571429,2.0,23,26.1,19.685147159479808,0.22,0,10,5,5,14,7,0,0
2018,France,7,1,2103.0,16.0,0.625,0.1875,1.125,2.125,1.0,2.0625,23,26.0,19.482546201232033,0.35,0,8,5,7,14,7,0,0
2018,Germany,1,0,2147.6,19.0,0.631578947368421,0.2631578947368421,1.5789473684210527,2.473684210526316,0.8947368421052632,2.1578947368421053,23,27.1,22.116358658453116,0.7,0,8,9,3,8,7,0,1
2018,Iceland,1,0,1847.2,18.0,0.5,0.1111111111111111,0.6111111111111112,1.6666666666666667,1.0555555555555556,1.6111111111111112,23,28.6,20.996577686516083,0.0,0,7,10,3,0,0,0,0
2018,Iran,1,0,1945.7,17.0,0.6470588235294118,0.17647058823529413,0.7647058823529411,1.3529411764705883,0.5882352941176471,2.1176470588235294,23,27.2,21.700205338809035,0.35,0,8,6,6,4,1,0,0
2018,Japan,3,0,1822.4,18.0,0.3888888888888889,0.2222222222222222,0.05555555555555555,1.4444444444444444,1.3888888888888888,1.3888888888888888,23,28.6,23.293634496919918,0.7,0,8,9,3,5,3,0,0
2018,Mexico,3,0,1936.7,20.0,0.5,0.2,0.3,1.3,1.0,1.7,23,29.2,20.637919233401778,1.13,0,6,8,6,15,4,0,0
2018,Morocco,1,0,1875.9,19.0,0.631578947368421,0.10526315789473684,1.0526315789473684,1.631578947368421,0.5789473684210527,2.0,23,27.2,19.60848733744011,0.0,0,6,10,4,4,3,0,0
2018,Nigeria,1,0,1748.9,14.0,0.35714285714285715,0.2857142857142857,0.14285714285714285,1.2857142857142858,1.1428571428571428,1.3571428571428572,23,26.0,19.627652292950035,0.26,0,8,6,6,5,3,0,0
2018,Panama,1,0,1765.0,20.0,0.3,0.3,-0.1,1.1,1.2,1.2,23,28.9,19.98631074606434,0.0,0,8,7,5,0,0,0,0
2018,Peru,1,0,2074.6,15.0,0.6666666666666666,0.3333333333333333,1.1333333333333333,1.6666666666666667,0.5333333333333333,2.3333333333333335,23,27.4,22.88021902806297,0.0,0,8,7,5,4,4,0,0
2018,Poland,1,0,1915.1,12.0,0.5833333333333334,0.16666666666666666,1.0,2.25,1.25,1.9166666666666667,23,28.3,21.251197809719372,0.04,0,7,9,4,7,6,0,0
2018,Portugal,3,0,2072.8,20.0,0.65,0.25,1.4,2.1,0.7,2.2,23,28.4,21.084188911704313,0.52,0,8,7,5,6,6,0,0
2018,Russia,4,0,1771.5,15.0,0.2,0.3333333333333333,-0.26666666666666666,1.3333333333333333,1.6,0.9333333333333333,23,28.8,22.039698836413415,0.3,0,7,11,2,3,1,1,0
2018,Saudi Arabia,1,0,1718.2,20.0,0.35,0.1,-0.5,1.15,1.65,1.15,23,28.7,21.82614647501711,0.0,0,7,10,3,4,3,0,0
2018,Senegal,1,0,1878.1,20.0,0.45,0.5,0.85,1.35,0.5,1.85,23,27.0,19.693360711841205,0.0,0,6,6,8,1,4,0,0
2018,Serbia,1,0,1827.0,13.0,0.5384615384615384,0.23076923076923078,0.9230769230769231,1.6923076923076923,0.7692307692307693,1.8461538461538463,23,26.8,20.473648186173854,0.22,0,8,8,4,1,1,0,0
