year,tournament_id,match_id,stage_name,home_team,away_team,home_goals,away_goals,result,home_team_win,away_team_win,draw,extra_time,penalty_shootout,match_date,total_goals
1982,WC-1982,M-1982-03,group stage,Brazil,Soviet Union,2,1,home team win,1,0,0,0,0,1982-06-14,3
1982,WC-1982,M-1982-04,group stage,Peru,Cameroon,0,0,draw,0,0,1,0,0,1982-06-15,0
1982,WC-1982,M-1982-05,group stage,Hungary,El Salvador,10,1,home team win,1,0,0,0,0,1982-06-15,11
1982,WC-1982,M-1982-06,group stage,Scotland,New Zealand,5,2,home team win,1,0,0,0,0,1982-06-15,7
1982,WC-1982,M-1982-07,group stage,West Germany,Algeria,1,2,away team win,0,1,0,0,0,1982-06-16,3
1982,WC-1982,M-1982-08,group stage,England,France,3,1,home team win,1,0,0,0,0,1982-06-16,4
1982,WC-1982,M-1982-09,group stage,Spain,Honduras,1,1,draw,0,0,1,0,0,1982-06-16,2
1982,WC-1982,M-1982-10,group stage,Chile,Austria,0,1,away team win,0,1,0,0,0,1982-06-17,1
1982,WC-1982,M-1982-11,group stage,Czechoslovakia,Kuwait,1,1,draw,0,0,1,0,0,1982-06-17,2
1982,WC-1982,M-1982-12,group stage,Yugoslavia,Northern Ireland,0,0,draw,0,0,1,0,0,1982-06-17,0
1982,WC-1982,M-1982-13,group stage,Italy,Peru,1,1,draw,0,0,1,0,0,1982-06-18,2
1982,WC-1982,M-1982-14,group stage,Argentina,Hungary,4,1,home team win,1,0,0,0,0,1982-06-18,5
1982,WC-1982,M-1982-15,group stage,Brazil,Scotland,4,1,home team win,1,0,0,0,0,1982-06-18,5
1982,WC-1982,M-1982-16,group stage,Poland,Cameroon,0,0,draw,0,0,1,0,0,1982-06-19,0
1982,WC-1982,M-1982-17,group stage,Belgium,El Salvador,1,0,home team win,1,0,0,0,0,1982-06-19,1
1982,WC-1982,M-1982-18,group stage,Soviet Union,New Zealand,3,0,home team win,1,0,0,0,0,1982-06-19,3
1982,WC-1982,M-1982-19,group stage,West Germany,Chile,4,1,home team win,1,0,0,0,0,1982-06-20,5
1982,WC-1982,M-1982-20,group stage,England,Czechoslovakia,2,0,home team win,1,0,0,0,0,1982-06-20,2
1982,WC-1982,M-1982-21,group stage,Spain,Yugoslavia,2,1,home team win,1,0,0,0,0,1982-06-20,3
1982,WC-1982,M-1982-22,group stage,Algeria,Austria,0,2,away team win,0,1,0,0,0,1982-06-21,2
1982,WC-1982,M-1982-23,group stage,France,Kuwait,4,1,home team win,1,0,0,0,0,1982-06-21,5
1982,WC-1982,M-1982-24,group stage,Honduras,Northern Ireland,1,1,draw,0,0,1,0,0,1982-06-21,2
1982,WC-1982,M-1982-25,group stage,Poland,Peru,5,1,home team win,1,0,0,0,0,1982-06-22,6
1982,WC-1982,M-1982-26,group stage,Belgium,Hungary,1,1,draw,0,0,1,0,0,1982-06-22,2
1982,WC-1982,M-1982-27,group stage,Soviet Union,Scotland,2,2,draw,0,0,1,0,0,1982-06-22,4
1982,WC-1982,M-1982-28,group stage,Italy,Cameroon,1,1,draw,0,0,1,0,0,1982-06-23,2
1982,WC-1982,M-1982-29,group stage,Argentina,El Salvador,2,0,home team win,1,0,0,0,0,1982-06-23,2
1982,WC-1982,M-1982-30,group stage,Brazil,New Zealand,4,0,home team win,1,0,0,0,0,1982-06-23,4
1982,WC-1982,M-1982-31,group stage,Algeria,Chile,3,2,home team win,1,0,0,0,0,1982-06-24,5
1982,WC-1982,M-1982-32,group stage,France,Czechoslovakia,1,1,draw,0,0,1,0,0,1982-06-24,2
1982,WC-1982,M-1982-33,group stage,Honduras,Yugoslavia,0,1,away team win,0,1,0,0,0,1982-06-24,1
1982,WC-1982,M-1982-34,group stage,West Germany,Austria,1,0,home team win,1,0,0,0,0,1982-06-25,1
1982,WC-1982,M-1982-35,group stage,England,Kuwait,1,0,home team win,1,0,0,0,0,1982-06-25,1
1982,WC-1982,M-1982-36,group stage,Spain,Northern Ireland,0,1,away team win,0,1,0,0,0,1982-06-25,1
1982,WC-1982,M-1982-37,second group stage,Austria,France,0,1,away team win,0,1,0,0,0,1982-06-28,1
1982,WC-1982,M-1982-38,second group stage,Poland,Belgium,3,0,home team win,1,0,0,0,0,1982-06-28,3
1982,WC-1982,M-1982-39,second group stage,Italy,Argentina,2,1,home team win,1,0,0,0,0,1982-06-29,3
1982,WC-1982,M-1982-40,second group stage,West Germany,England,0,0,draw,0,0,1,0,0,1982-06-29,0
1982,WC-1982,M-1982-41,second group stage,Austria,Northern Ireland,2,2,draw,0,0,1,0,0,1982-07-01,4
1982,WC-1982,M-1982-42,second group stage,Belgium,Soviet Union,0,1,away team win,0,1,0,0,0,1982-07-01,1
1982,WC-1982,M-1982-43,second group stage,Argentina,Brazil,1,3,away team win,0,1,0,0,0,1982-07-02,4
1982,WC-1982,M-1982-44,second group stage,West Germany,Spain,2,1,home team win,1,0,0,0,0,1982-07-02,3
1982,WC-1982,M-1982-45,second group stage,France,Northern Ireland,4,1,home team win,1,0,0,0,0,1982-07-04,5
1982,WC-1982,M-1982-46,second group stage,Soviet Union,Poland,0,0,draw,0,0,1,0,0,1982-07-04,0
1982,WC-1982,M-1982-47,second group stage,Italy,Brazil,3,2,home team win,1,0,0,0,0,1982-07-05,5
1982,WC-1982,M-1982-48,second group stage,Spain,England,0,0,draw,0,0,1,0,0,1982-07-05,0
1982,WC-1982,M-1982-49,semi-finals,Poland,Italy,0,2,away team win,0,1,0,0,0,1982-07-08,2
1982,WC-1982,M-1982-50,semi-finals,West Germany,France,3,3,home team win,1,0,0,1,1,1982-07-08,6
1982,WC-1982,M-1982-51,third-place match,Poland,France,3,2,home team win,1,0,0,0,0,1982-07-10,5
1982,WC-1982,M-1982-52,final,Italy,West Germany,3,1,home team win,1,0,0,0,0,1982-07-11,4
1986,WC-1986,M-1986-01,group stage,Bulgaria,Italy,1,1,draw,0,0,1,0,0,1986-05-31,2
1986,WC-1986,M-1986-02,group stage,Spain,Brazil,0,1,away team win,0,1,0,0,0,1986-06-01,1
1986,WC-1986,M-1986-03,group stage,Canada,France,0,1,away team win,0,1,0,0,0,1986-06-01,1
1986,WC-1986,M-1986-04,group stage,Argentina,South Korea,3,1,home team win,1,0,0,0,0,1986-06-02,4
1986,WC-1986,M-1986-05,group stage,Soviet Union,Hungary,6,0,home team win,1,0,0,0,0,1986-06-02,6
1986,WC-1986,M-1986-06,group stage,Morocco,Poland,0,0,draw,0,0,1,0,0,1986-06-02,0
1986,WC-1986,M-1986-07,group stage,Belgium,Mexico,1,2,away team win,0,1,0,0,0,1986-06-03,3
1986,WC-1986,M-1986-08,group stage,Algeria,Northern Ireland,1,1,draw,0,0,1,0,0,1986-06-03,2
1986,WC-1986,M-1986-09,group stage,Portugal,England,1,0,home team win,1,0,0,0,0,1986-06-03,1
1986,WC-1986,M-1986-10,group stage,Paraguay,Iraq,1,0,home team win,1,0,0,0,0,1986-06-04,1
1986,WC-1986,M-1986-11,group stage,Uruguay,West Germany,1,1,draw,0,0,1,0,0,1986-06-04,2
1986,WC-1986,M-1986-12,group stage,Scotland,Denmark,0,1,away team win,0,1,0,0,0,1986-06-04,1
1986,WC-1986,M-1986-13,group stage,Italy,Argentina,1,1,draw,0,0,1,0,0,1986-06-05,2
1986,WC-1986,M-1986-14,group stage,France,Soviet Union,1,1,draw,0,0,1,0,0,1986-06-05,2
1986,WC-1986,M-1986-15,group stage,South Korea,Bulgaria,1,1,draw,0,0,1,0,0,1986-06-05,2
1986,WC-1986,M-1986-16,group stage,Hungary,Canada,2,0,home team win,1,0,0,0,0,1986-06-06,2
1986,WC-1986,M-1986-17,group stage,Brazil,Algeria,1,0,home team win,1,0,0,0,0,1986-06-06,1
1986,WC-1986,M-1986-18,group stage,England,Morocco,0,0,draw,0,0,1,0,0,1986-06-06,0
1986,WC-1986,M-1986-19,group stage,Mexico,Paraguay,1,1,draw,0,0,1,0,0,1986-06-07,2
1986,WC-1986,M-1986-20,group stage,Northern Ireland,Spain,1,2,away team win,0,1,0,0,0,1986-06-07,3
1986,WC-1986,M-1986-21,group stage,Poland,Portugal,1,0,home team win,1,0,0,0,0,1986-06-07,1
1986,WC-1986,M-1986-22,group stage,Iraq,Belgium,1,2,away team win,0,1,0,0,0,1986-06-08,3
1986,WC-1986,M-1986-23,group stage,West Germany,Scotland,2,1,home team win,1,0,0,0,0,1986-06-08,3
1986,WC-1986,M-1986-24,group stage,Denmark,Uruguay,6,1,home team win,1,0,0,0,0,1986-06-08,7
1986,WC-1986,M-1986-25,group stage,Hungary,France,0,3,away team win,0,1,0,0,0,1986-06-09,3
1986,WC-1986,M-1986-26,group stage,Soviet Union,Canada,2,0,home team win,1,0,0,0,0,1986-06-09,2
1986,WC-1986,M-1986-27,group stage,Argentina,Bulgaria,2,0,home team win,1,0,0,0,0,1986-06-10,2
1986,WC-1986,M-1986-28,group stage,South Korea,Italy,2,3,away team win,0,1,0,0,0,1986-06-10,5
1986,WC-1986,M-1986-29,group stage,Iraq,Mexico,0,1,away team win,0,1,0,0,0,1986-06-11,1
1986,WC-1986,M-1986-30,group stage,Paraguay,Belgium,2,2,draw,0,0,1,0,0,1986-06-11,4
1986,WC-1986,M-1986-31,group stage,England,Poland,3,0,home team win,1,0,0,0,0,1986-06-11,3
1986,WC-1986,M-1986-32,group stage,Portugal,Morocco,1,3,away team win,0,1,0,0,0,1986-06-11,4
1986,WC-1986,M-1986-33,group stage,Algeria,Spain,0,3,away team win,0,1,0,0,0,1986-06-12,3
1986,WC-1986,M-1986-34,group stage,Northern Ireland,Brazil,0,3,away team win,0,1,0,0,0,1986-06-12,3
1986,WC-1986,M-1986-35,group stage,Denmark,West Germany,2,0,home team win,1,0,0,0,0,1986-06-13,2
1986,WC-1986,M-1986-36,group stage,Scotland,Uruguay,0,0,draw,0,0,1,0,0,1986-06-13,0
1986,WC-1986,M-1986-37,round of 16,Mexico,Bulgaria,2,0,home team win,1,0,0,0,0,1986-06-15,2
1986,WC-1986,M-1986-38,round of 16,Soviet Union,Belgium,3,4,away team win,0,1,0,1,0,1986-06-15,7
1986,WC-1986,M-1986-39,round of 16,Brazil,Poland,4,0,home team win,1,0,0,0,0,1986-06-16,4
1986,WC-1986,M-1986-40,round of 16,Argentina,Uruguay,1,0,home team win,1,0,0,0,0,1986-06-16,1
1986,WC-1986,M-1986-41,round of 16,Italy,France,0,2,away team win,0,1,0,0,0,1986-06-17,2
1986,WC-1986,M-1986-42,round of 16,Morocco,West Germany,0,1,away team win,0,1,0,0,0,1986-06-17,1
1986,WC-1986,M-1986-43,round of 16,England,Paraguay,3,0,home team win,1,0,0,0,0,1986-06-18,3
1986,WC-1986,M-1986-44,round of 16,Denmark,Spain,1,5,away team win,0,1,0,0,0,1986-06-18,6
1986,WC-1986,M-1986-45,quarter-finals,Brazil,France,1,1,away team win,0,1,0,1,1,1986-06-21,2
1986,WC-1986,M-1986-46,quarter-finals,West Germany,Mexico,0,0,home team win,1,0,0,1,1,1986-06-21,0
1986,WC-1986,M-1986-47,quarter-finals,Argentina,England,2,1,home team win,1,0,0,0,0,1986-06-22,3
1986,WC-1986,M-1986-48,quarter-finals,Spain,Belgium,1,1,away team win,0,1,0,1,1,1986-06-22,2
1986,WC-1986,M-1986-49,semi-finals,France,West Germany,0,2,away team win,0,1,0,0,0,1986-06-25,2
1986,WC-1986,M-1986-50,semi-finals,Argentina,Belgium,2,0,home team win,1,0,0,0,0,1986-06-25,2
1986,WC-1986,M-1986-51,third-place match,Belgium,France,2,4,away team win,0,1,0,1,0,1986-06-28,6
1986,WC-1986,M-1986-52,final,Argentina,West Germany,3,2,home team win,1,0,0,0,0,1986-06-29,5
1990,WC-1990,M-1990-01,group stage,Argentina,Cameroon,0,1,away team win,0,1,0,0,0,1990-06-08,1
1990,WC-1990,M-1990-02,group stage,Soviet Union,Romania,0,2,away team win,0,1,0,0,0,1990-06-09,2
1990,WC-1990,M-1990-03,group stage,United Arab Emirates,Colombia,0,2,away team win,0,1,0,0,0,1990-06-09,2
1990,WC-1990,M-1990-04,group stage,Italy,Austria,1,0,home team win,1,0,0,0,0,1990-06-09,1
1990,WC-1990,M-1990-05,group stage,United States,Czechoslovakia,1,5,away team win,0,1,0,0,0,1990-06-10,6
1990,WC-1990,M-1990-06,group stage,Brazil,Sweden,2,1,home team win,1,0,0,0,0,1990-06-10,3
1990,WC-1990,M-1990-07,group stage,West Germany,Yugoslavia,4,1,home team win,1,0,0,0,0,1990-06-10,5
1990,WC-1990,M-1990-08,group stage,Costa Rica,Scotland,1,0,home team win,1,0,0,0,0,1990-06-11,1
1990,WC-1990,M-1990-09,group stage,England,Republic of Ireland,1,1,draw,0,0,1,0,0,1990-06-11,2
1990,WC-1990,M-1990-10,group stage,Belgium,South Korea,2,0,home team win,1,0,0,0,0,1990-06-12,2
1990,WC-1990,M-1990-11,group stage,Netherlands,Egypt,1,1,draw,0,0,1,0,0,1990-06-12,2
1990,WC-1990,M-1990-12,group stage,Uruguay,Spain,0,0,draw,0,0,1,0,0,1990-06-13,0
1990,WC-1990,M-1990-13,group stage,Argentina,Soviet Union,2,0,home team win,1,0,0,0,0,1990-06-13,2
1990,WC-1990,M-1990-14,group stage,Cameroon,Romania,2,1,home team win,1,0,0,0,0,1990-06-14,3
1990,WC-1990,M-1990-15,group stage,Yugoslavia,Colombia,1,0,home team win,1,0,0,0,0,1990-06-14,1
1990,WC-1990,M-1990-16,group stage,Italy,United States,1,0,home team win,1,0,0,0,0,1990-06-14,1
1990,WC-1990,M-1990-17,group stage,Austria,Czechoslovakia,0,1,away team win,0,1,0,0,0,1990-06-15,1
1990,WC-1990,M-1990-18,group stage,West Germany,United Arab Emirates,5,1,home team win,1,0,0,0,0,1990-06-15,6
1990,WC-1990,M-1990-19,group stage,Brazil,Costa Rica,1,0,home team win,1,0,0,0,0,1990-06-16,1
1990,WC-1990,M-1990-20,group stage,Sweden,Scotland,1,2,away team win,0,1,0,0,0,1990-06-16,3
1990,WC-1990,M-1990-21,group stage,England,Netherlands,0,0,draw,0,0,1,0,0,1990-06-16,0
1990,WC-1990,M-1990-22,group stage,Republic of Ireland,Egypt,0,0,draw,0,0,1,0,0,1990-06-17,0
1990,WC-1990,M-1990-23,group stage,Belgium,Uruguay,3,1,home team win,1,0,0,0,0,1990-06-17,4
1990,WC-1990,M-1990-24,group stage,South Korea,Spain,1,3,away team win,0,1,0,0,0,1990-06-17,4
1990,WC-1990,M-1990-25,group stage,Argentina,Romania,1,1,draw,0,0,1,0,0,1990-06-18,2
1990,WC-1990,M-1990-26,group stage,Cameroon,Soviet Union,0,4,away team win,0,1,0,0,0,1990-06-18,4
1990,WC-1990,M-1990-27,group stage,West Germany,Colombia,1,1,draw,0,0,1,0,0,1990-06-19,2
1990,WC-1990,M-1990-28,group stage,Yugoslavia,United Arab Emirates,4,1,home team win,1,0,0,0,0,1990-06-19,5
1990,WC-1990,M-1990-29,group stage,Austria,United States,2,1,home team win,1,0,0,0,0,1990-06-19,3
1990,WC-1990,M-1990-30,group stage,Italy,Czechoslovakia,2,0,home team win,1,0,0,0,0,1990-06-19,2
1990,WC-1990,M-1990-31,group stage,Brazil,Scotland,1,0,home team win,1,0,0,0,0,1990-06-20,1
1990,WC-1990,M-1990-32,group stage,Sweden,Costa Rica,1,2,away team win,0,1,0,0,0,1990-06-20,3
1990,WC-1990,M-1990-33,group stage,Belgium,Spain,1,2,away team win,0,1,0,0,0,1990-06-21,3
1990,WC-1990,M-1990-34,group stage,South Korea,Uruguay,0,1,away team win,0,1,0,0,0,1990-06-21,1
1990,WC-1990,M-1990-35,group stage,England,Egypt,1,0,home team win,1,0,0,0,0,1990-06-21,1
1990,WC-1990,M-1990-36,group stage,Republic of Ireland,Netherlands,1,1,draw,0,0,1,0,0,1990-06-21,2
1990,WC-1990,M-1990-37,round of 16,Cameroon,Colombia,2,1,home team win,1,0,0,1,0,1990-06-23,3
1990,WC-1990,M-1990-38,round of 16,Czechoslovakia,Costa Rica,4,1,home team win,1,0,0,0,0,1990-06-23,5
1990,WC-1990,M-1990-39,round of 16,Brazil,Argentina,0,1,away team win,0,1,0,0,0,1990-06-24,1
1990,WC-1990,M-1990-40,round of 16,West Germany,Netherlands,2,1,home team win,1,0,0,0,0,1990-06-24,3
1990,WC-1990,M-1990-41,round of 16,Republic of Ireland,Romania,0,0,home team win,1,0,0,1,1,1990-06-25,0
1990,WC-1990,M-1990-42,round of 16,Italy,Uruguay,2,0,home team win,1,0,0,0,0,1990-06-25,2
1990,WC-1990,M-1990-43,round of 16,Spain,Yugoslavia,1,2,away team win,0,1,0,1,0,1990-06-26,3
1990,WC-1990,M-1990-44,round of 16,England,Belgium,1,0,home team win,1,0,0,1,0,1990-06-26,1
1990,WC-1990,M-1990-45,quarter-finals,Argentina,Yugoslavia,0,0,home team win,1,0,0,1,1,1990-06-30,0
1990,WC-1990,M-1990-46,quarter-finals,Republic of Ireland,Italy,0,1,away team win,0,1,0,0,0,1990-06-30,1
1990,WC-1990,M-1990-47,quarter-finals,Czechoslovakia,West Germany,0,1,away team win,0,1,0,0,0,1990-07-01,1
1990,WC-1990,M-1990-48,quarter-finals,Cameroon,England,2,3,away team win,0,1,0,1,0,1990-07-01,5
1990,WC-1990,M-1990-49,semi-finals,Argentina,Italy,1,1,home team win,1,0,0,1,1,1990-07-03,2
1990,WC-1990,M-1990-50,semi-finals,West Germany,England,1,1,home team win,1,0,0,1,1,1990-07-04,2
1990,WC-1990,M-1990-51,third-place match,Italy,England,2,1,home team win,1,0,0,0,0,1990-07-07,3
1990,WC-1990,M-1990-52,final,West Germany,Argentina,1,0,home team win,1,0,0,0,0,1990-07-08,1
1991,WC-1991,M-1991-01,group stage,China,Norway,4,0,home team win,1,0,0,0,0,1991-11-16,4
1991,WC-1991,M-1991-02,group stage,Germany,Nigeria,4,0,home team win,1,0,0,0,0,1991-11-17,4
1991,WC-1991,M-1991-03,group stage,Denmark,New Zealand,3,0,home team win,1,0,0,0,0,1991-11-17,3
1991,WC-1991,M-1991-04,group stage,Japan,Brazil,0,1,away team win,0,1,0,0,0,1991-11-17,1
1991,WC-1991,M-1991-05,group stage,Sweden,United States,2,3,away team win,0,1,0,0,0,1991-11-17,5
1991,WC-1991,M-1991-06,group stage,Chinese Taipei,Italy,0,5,away team win,0,1,0,0,0,1991-11-17,5
1991,WC-1991,M-1991-07,group stage,Norway,New Zealand,4,0,home team win,1,0,0,0,0,1991-11-19,4
1991,WC-1991,M-1991-08,group stage,Italy,Nigeria,1,0,home team win,1,0,0,0,0,1991-11-19,1
1991,WC-1991,M-1991-09,group stage,China,Denmark,2,2,draw,0,0,1,0,0,1991-11-19,4
1991,WC-1991,M-1991-10,group stage,Brazil,United States,0,5,away team win,0,1,0,0,0,1991-11-19,5
1991,WC-1991,M-1991-11,group stage,Japan,Sweden,0,8,away team win,0,1,0,0,0,1991-11-19,8
1991,WC-1991,M-1991-12,group stage,Chinese Taipei,Germany,0,3,away team win,0,1,0,0,0,1991-11-19,3
1991,WC-1991,M-1991-13,group stage,Brazil,Sweden,0,2,away team win,0,1,0,0,0,1991-11-21,2
1991,WC-1991,M-1991-14,group stage,Japan,United States,0,3,away team win,0,1,0,0,0,1991-11-21,3
1991,WC-1991,M-1991-15,group stage,China,New Zealand,4,1,home team win,1,0,0,0,0,1991-11-21,5
1991,WC-1991,M-1991-16,group stage,Norway,Denmark,2,1,home team win,1,0,0,0,0,1991-11-21,3
1991,WC-1991,M-1991-17,group stage,Chinese Taipei,Nigeria,2,0,home team win,1,0,0,0,0,1991-11-21,2
1991,WC-1991,M-1991-18,group stage,Italy,Germany,0,2,away team win,0,1,0,0,0,1991-11-21,2
1991,WC-1991,M-1991-19,quarter-final,Denmark,Germany,1,2,away team win,0,1,0,1,0,1991-11-24,3
1991,WC-1991,M-1991-20,quarter-final,China,Sweden,0,1,away team win,0,1,0,0,0,1991-11-24,1
1991,WC-1991,M-1991-21,quarter-final,Norway,Italy,3,2,home team win,1,0,0,1,0,1991-11-24,5
1991,WC-1991,M-1991-22,quarter-final,United States,Chinese Taipei,7,0,home team win,1,0,0,0,0,1991-11-24,7
1991,WC-1991,M-1991-23,semi-final,Sweden,Norway,1,4,away team win,0,1,0,0,0,1991-11-27,5
1991,WC-1991,M-1991-24,semi-final,Germany,United States,2,5,away team win,0,1,0,0,0,1991-11-27,7
1991,WC-1991,M-1991-25,third-place match,Sweden,Germany,4,0,home team win,1,0,0,0,0,1991-11-29,4
1991,WC-1991,M-1991-26,final,Norway,United States,1,2,away team win,0,1,0,0,0,1991-11-30,3
1994,WC-1994,M-1994-01,group stage,Germany,Bolivia,1,0,home team win,1,0,0,0,0,1994-06-17,1
1994,WC-1994,M-1994-02,group stage,Spain,South Korea,2,2,draw,0,0,1,0,0,1994-06-17,4
1994,WC-1994,M-1994-03,group stage,United States,Switzerland,1,1,draw,0,0,1,0,0,1994-06-18,2
1994,WC-1994,M-1994-04,group stage,Italy,Republic of Ireland,0,1,away team win,0,1,0,0,0,1994-06-18,1
1994,WC-1994,M-1994-05,group stage,Colombia,Romania,1,3,away team win,0,1,0,0,0,1994-06-18,4
1994,WC-1994,M-1994-06,group stage,Belgium,Morocco,1,0,home team win,1,0,0,0,0,1994-06-19,1
1994,WC-1994,M-1994-07,group stage,Norway,Mexico,1,0,home team win,1,0,0,0,0,1994-06-19,1
1994,WC-1994,M-1994-08,group stage,Cameroon,Sweden,2,2,draw,0,0,1,0,0,1994-06-19,4
1994,WC-1994,M-1994-09,group stage,Brazil,Russia,2,0,home team win,1,0,0,0,0,1994-06-20,2
1994,WC-1994,M-1994-10,group stage,Netherlands,Saudi Arabia,2,1,home team win,1,0,0,0,0,1994-06-20,3
1994,WC-1994,M-1994-11,group stage,Argentina,Greece,4,0,home team win,1,0,0,0,0,1994-06-21,4
1994,WC-1994,M-1994-12,group stage,Germany,Spain,1,1,draw,0,0,1,0,0,1994-06-21,2
1994,WC-1994,M-1994-13,group stage,Nigeria,Bulgaria,3,0,home team win,1,0,0,0,0,1994-06-21,3
1994,WC-1994,M-1994-14,group stage,Romania,Switzerland,1,4,away team win,0,1,0,0,0,1994-06-22,5
1994,WC-1994,M-1994-15,group stage,United States,Colombia,2,1,home team win,1,0,0,0,0,1994-06-22,3
1994,WC-1994,M-1994-16,group stage,Italy,Norway,1,0,home team win,1,0,0,0,0,1994-06-23,1
1994,WC-1994,M-1994-17,group stage,South Korea,Bolivia,0,0,draw,0,0,1,0,0,1994-06-23,0
1994,WC-1994,M-1994-18,group stage,Mexico,Republic of Ireland,2,1,home team win,1,0,0,0,0,1994-06-24,3
1994,WC-1994,M-1994-19,group stage,Brazil,Cameroon,3,0,home team win,1,0,0,0,0,1994-06-24,3
1994,WC-1994,M-1994-20,group stage,Sweden,Russia,3,1,home team win,1,0,0,0,0,1994-06-24,4
1994,WC-1994,M-1994-21,group stage,Belgium,Netherlands,1,0,home team win,1,0,0,0,0,1994-06-25,1
1994,WC-1994,M-1994-22,group stage,Saudi Arabia,Morocco,2,1,home team win,1,0,0,0,0,1994-06-25,3
1994,WC-1994,M-1994-23,group stage,Argentina,Nigeria,2,1,home team win,1,0,0,0,0,1994-06-25,3
1994,WC-1994,M-1994-24,group stage,Bulgaria,Greece,4,0,home team win,1,0,0,0,0,1994-06-26,4
1994,WC-1994,M-1994-25,group stage,Switzerland,Colombia,0,2,away team win,0,1,0,0,0,1994-06-26,2
1994,WC-1994,M-1994-26,group stage,United States,Romania,0,1,away team win,0,1,0,0,0,1994-06-26,1
1994,WC-1994,M-1994-27,group stage,Bolivia,Spain,1,3,away team win,0,1,0,0,0,1994-06-27,4
1994,WC-1994,M-1994-28,group stage,Germany,South Korea,3,2,home team win,1,0,0,0,0,1994-06-27,5
1994,WC-1994,M-1994-29,group stage,Italy,Mexico,1,1,draw,0,0,1,0,0,1994-06-28,2
1994,WC-1994,M-1994-30,group stage,Republic of Ireland,Norway,0,0,draw,0,0,1,0,0,1994-06-28,0
1994,WC-1994,M-1994-31,group stage,Russia,Cameroon,6,1,home team win,1,0,0,0,0,1994-06-28,7
1994,WC-1994,M-1994-32,group stage,Brazil,Sweden,1,1,draw,0,0,1,0,0,1994-06-28,2
1994,WC-1994,M-1994-33,group stage,Belgium,Saudi Arabia,0,1,away team win,0,1,0,0,0,1994-06-29,1
1994,WC-1994,M-1994-34,group stage,Morocco,Netherlands,1,2,away team win,0,1,0,0,0,1994-06-29,3
1994,WC-1994,M-1994-35,group stage,Argentina,Bulgaria,0,2,away team win,0,1,0,0,0,1994-06-30,2
1994,WC-1994,M-1994-36,group stage,Greece,Nigeria,0,2,away team win,0,1,0,0,0,1994-06-30,2
1994,WC-1994,M-1994-37,round of 16,Germany,Belgium,3,2,home team win,1,0,0,0,0,1994-07-02,5
1994,WC-1994,M-1994-38,round of 16,Spain,Switzerland,3,0,home team win,1,0,0,0,0,1994-07-02,3
1994,WC-1994,M-1994-39,round of 16,Saudi Arabia,Sweden,1,3,away team win,0,1,0,0,0,1994-07-03,4
1994,WC-1994,M-1994-40,round of 16,Romania,Argentina,3,2,home team win,1,0,0,0,0,1994-07-03,5
1994,WC-1994,M-1994-41,round of 16,Netherlands,Republic of Ireland,2,0,home team win,1,0,0,0,0,1994-07-04,2
1994,WC-1994,M-1994-42,round of 16,Brazil,United States,1,0,home team win,1,0,0,0,0,1994-07-04,1
1994,WC-1994,M-1994-43,round of 16,Nigeria,Italy,1,2,away team win,0,1,0,1,0,1994-07-05,3
1994,WC-1994,M-1994-44,round of 16,Mexico,Bulgaria,1,1,away team win,0,1,0,1,1,1994-07-05,2
1994,WC-1994,M-1994-45,quarter-finals,Italy,Spain,2,1,home team win,1,0,0,0,0,1994-07-09,3
1994,WC-1994,M-1994-46,quarter-finals,Netherlands,Brazil,2,3,away team win,0,1,0,0,0,1994-07-09,5
1994,WC-1994,M-1994-47,quarter-finals,Bulgaria,Germany,2,1,home team win,1,0,0,0,0,1994-07-10,3
1994,WC-1994,M-1994-48,quarter-finals,Romania,Sweden,2,2,away team win,0,1,0,1,1,1994-07-10,4
1994,WC-1994,M-1994-49,semi-finals,Bulgaria,Italy,1,2,away team win,0,1,0,0,0,1994-07-13,3
1994,WC-1994,M-1994-50,semi-finals,Sweden,Brazil,0,1,away team win,0,1,0,0,0,1994-07-13,1
1994,WC-1994,M-1994-51,third-place match,Sweden,Bulgaria,4,0,home team win,1,0,0,0,0,1994-07-16,4
1994,WC-1994,M-1994-52,final,Brazil,Italy,0,0,home team win,1,0,0,1,1,1994-07-17,0
1995,WC-1995,M-1995-01,group stage,Germany,Japan,1,0,home team win,1,0,0,0,0,1995-06-05,1
1995,WC-1995,M-1995-02,group stage,Sweden,Brazil,0,1,away team win,0,1,0,0,0,1995-06-05,1
1995,WC-1995,M-1995-03,group stage,England,Canada,3,2,home team win,1,0,0,0,0,1995-06-06,5
1995,WC-1995,M-1995-04,group stage,Norway,Nigeria,8,0,home team win,1,0,0,0,0,1995-06-06,8
1995,WC-1995,M-1995-05,group stage,Denmark,Australia,5,0,home team win,1,0,0,0,0,1995-06-06,5
1995,WC-1995,M-1995-06,group stage,United States,China,3,3,draw,0,0,1,0,0,1995-06-06,6
1995,WC-1995,M-1995-07,group stage,Brazil,Japan,1,2,away team win,0,1,0,0,0,1995-06-07,3
1995,WC-1995,M-1995-08,group stage,Sweden,Germany,3,2,home team win,1,0,0,0,0,1995-06-07,5
1995,WC-1995,M-1995-09,group stage,Nigeria,Canada,3,3,draw,0,0,1,0,0,1995-06-08,6
1995,WC-1995,M-1995-10,group stage,Norway,England,2,0,home team win,1,0,0,0,0,1995-06-08,2
1995,WC-1995,M-1995-11,group stage,China,Australia,4,2,home team win,1,0,0,0,0,1995-06-08,6
