year,tournament_id,team_name,player_id,player_name,position_name,shirt_number,age_at_tournament,goals_scored,won_golden_boot,won_best_player,won_young_player
1930,WC-1930,Argentina,P-69244,Ángel Bossio,goal keeper,0,25.2,0,False,False,False
1930,WC-1930,Argentina,P-23160,Juan Botasso,goal keeper,0,21.7,0,False,False,False
1930,WC-1930,Argentina,P-99230,Roberto Cherro,forward,0,23.4,0,False,False,False
1930,WC-1930,Argentina,P-41921,Alberto Chividini,defender,0,23.4,0,False,False,False
1930,WC-1930,Argentina,P-22739,José Della Torre,defender,0,24.3,0,False,False,False
1930,WC-1930,Argentina,P-30720,Attilio Demaría,forward,0,21.3,0,False,False,False
1930,WC-1930,Argentina,P-30543,Juan Evaristo,midfielder,0,28.1,0,False,False,False
1930,WC-1930,Argentina,P-23897,Mario Evaristo,forward,0,21.6,1,False,False,False
1930,WC-1930,Argentina,P-60505,Manuel Ferreira,forward,0,24.7,0,False,False,False
1930,WC-1930,Argentina,P-25760,Luis Monti,midfielder,0,29.2,2,False,False,False
1930,WC-1930,Argentina,P-49556,Ramón Muttis,defender,0,31.3,0,False,False,False
1930,WC-1930,Argentina,P-91238,Rodolfo Orlandini,midfielder,0,25.5,0,False,False,False
1930,WC-1930,Argentina,P-58537,Fernando Paternoster,defender,0,27.1,0,False,False,False
1930,WC-1930,Argentina,P-24312,Natalio Perinetti,forward,0,29.5,0,False,False,False
1930,WC-1930,Argentina,P-70166,Carlos Peucelle,forward,0,21.8,3,False,False,False
1930,WC-1930,Argentina,P-49151,Edmundo Piaggio,defender,0,24.8,0,False,False,False
1930,WC-1930,Argentina,P-44916,Alejandro Scopelli,forward,0,22.2,1,False,False,False
1930,WC-1930,Argentina,P-21441,Carlos Spadaro,forward,0,28.4,0,False,False,False
1930,WC-1930,Argentina,P-56486,Guillermo Stábile,forward,0,25.5,8,True,False,False
1930,WC-1930,Argentina,P-56908,Arico Suárez,midfielder,0,22.1,0,False,False,False
1930,WC-1930,Argentina,P-37326,Francisco Varallo,forward,0,20.4,1,False,False,False
1930,WC-1930,Argentina,P-76546,Adolfo Zumelzú,midfielder,0,28.5,2,False,False,False
1930,WC-1930,Belgium,P-92795,Ferdinand Adams,forward,0,27.2,0,False,False,False
1930,WC-1930,Belgium,P-20690,Arnold Badjou,goal keeper,0,21.0,0,False,False,False
1930,WC-1930,Belgium,P-40714,Pierre Braine,midfielder,0,29.7,0,False,False,False
1930,WC-1930,Belgium,P-41990,Alexis Chantraine,midfielder,0,29.3,0,False,False,False
1930,WC-1930,Belgium,P-97126,Jean De Bie,goal keeper,0,38.2,0,False,False,False
1930,WC-1930,Belgium,P-93713,Jean De Clercq,midfielder,0,25.2,0,False,False,False
1930,WC-1930,Belgium,P-41710,Henri De Deken,defender,0,22.9,0,False,False,False
1930,WC-1930,Belgium,P-45315,Gérard Delbeke,midfielder,0,26.9,0,False,False,False
1930,WC-1930,Belgium,P-16891,Jan Diddens,forward,0,21.8,0,False,False,False
1930,WC-1930,Belgium,P-61253,August Hellemans,midfielder,0,22.8,0,False,False,False
1930,WC-1930,Belgium,P-44475,Nic Hoydonckx,defender,0,29.5,0,False,False,False
1930,WC-1930,Belgium,P-74839,Jacques Moeschal,forward,0,29.8,0,False,False,False
1930,WC-1930,Belgium,P-46390,Theodore Nouwens,defender,0,22.4,0,False,False,False
1930,WC-1930,Belgium,P-28503,André Saeys,forward,0,19.4,0,False,False,False
1930,WC-1930,Belgium,P-69286,Louis Versyp,forward,0,21.6,0,False,False,False
1930,WC-1930,Belgium,P-85443,Bernard Voorhoof,forward,0,20.2,0,False,False,False
1930,WC-1930,Bolivia,P-43807,Mario Alborta,forward,0,19.8,0,False,False,False
1930,WC-1930,Bolivia,P-62751,Juan Argote,midfielder,0,23.6,0,False,False,False
1930,WC-1930,Bolivia,P-95008,Jesús Bermúdez,goal keeper,0,28.5,0,False,False,False
1930,WC-1930,Bolivia,P-97354,Miguel Brito,midfielder,0,29.1,0,False,False,False
1930,WC-1930,Bolivia,P-16019,José Bustamante,forward,0,23.5,0,False,False,False
1930,WC-1930,Bolivia,P-36835,Casiano Chavarría,defender,0,28.9,0,False,False,False
1930,WC-1930,Bolivia,P-69877,Segundo Durandal,defender,0,18.3,0,False,False,False
1930,WC-1930,Bolivia,P-61667,René Fernández,forward,0,24.5,0,False,False,False
1930,WC-1930,Bolivia,P-48216,Gumercindo Gómez,forward,0,23.5,0,False,False,False
1930,WC-1930,Bolivia,P-92600,Diógenes Lara,midfielder,0,27.3,0,False,False,False
1930,WC-1930,Bolivia,P-84833,Rafael Méndez,forward,0,26.5,0,False,False,False
1930,WC-1930,Bolivia,P-92838,Miguel Murillo,goal keeper,0,32.3,0,False,False,False
1930,WC-1930,Bolivia,P-93364,Constantino Noya,midfielder,0,,0,False,False,False
1930,WC-1930,Bolivia,P-56114,Eduardo Reyes Ortiz,forward,0,23.5,0,False,False,False
1930,WC-1930,Bolivia,P-35684,Luis Reyes Peñaranda,defender,0,19.1,0,False,False,False
1930,WC-1930,Bolivia,P-00369,Renato Sáinz,midfielder,0,30.6,0,False,False,False
1930,WC-1930,Bolivia,P-67934,Jorge Valderrama,midfielder,0,23.6,0,False,False,False
1930,WC-1930,Brazil,P-13299,Araken,forward,0,25.0,0,False,False,False
1930,WC-1930,Brazil,P-70170,Benedicto,forward,0,23.7,0,False,False,False
1930,WC-1930,Brazil,P-11648,Benvenuto,midfielder,0,26.9,0,False,False,False
1930,WC-1930,Brazil,P-81166,Brilhante,defender,0,25.7,0,False,False,False
1930,WC-1930,Brazil,P-58460,Doca,forward,0,27.3,0,False,False,False
1930,WC-1930,Brazil,P-52323,Fausto,defender,0,25.5,0,False,False,False
1930,WC-1930,Brazil,P-00708,Fernando,midfielder,0,24.4,0,False,False,False
1930,WC-1930,Brazil,P-49818,Fortes,midfielder,0,28.8,0,False,False,False
1930,WC-1930,Brazil,P-29865,Hermógenes,defender,0,21.7,0,False,False,False
1930,WC-1930,Brazil,P-92427,Itália,defender,0,23.1,0,False,False,False
1930,WC-1930,Brazil,P-16656,Joel,goal keeper,0,26.2,0,False,False,False
1930,WC-1930,Brazil,P-72889,Carvalho Leite,forward,0,18.0,0,False,False,False
1930,WC-1930,Brazil,P-30679,Manoelzinho,forward,0,22.9,0,False,False,False
1930,WC-1930,Brazil,P-49633,Ivan Mariz,midfielder,0,20.2,0,False,False,False
1930,WC-1930,Brazil,P-83987,Moderato,forward,0,28.0,2,False,False,False
1930,WC-1930,Brazil,P-10526,Nilo,forward,0,27.3,0,False,False,False
1930,WC-1930,Brazil,P-52064,Oscarino,midfielder,0,23.5,0,False,False,False
1930,WC-1930,Brazil,P-32535,Pamplona,midfielder,0,26.3,0,False,False,False
1930,WC-1930,Brazil,P-38379,Poly,forward,0,21.5,0,False,False,False
1930,WC-1930,Brazil,P-91171,Preguinho,forward,0,25.4,3,False,False,False
1930,WC-1930,Brazil,P-82422,Russinho,forward,0,27.6,0,False,False,False
1930,WC-1930,Brazil,P-26796,Teóphilo,forward,0,30.3,0,False,False,False
1930,WC-1930,Brazil,P-28745,Velloso,goal keeper,0,21.8,0,False,False,False
1930,WC-1930,Brazil,P-22493,Zé Luiz,defender,0,25.7,0,False,False,False
1930,WC-1930,Chile,P-95800,Juan Aguilera,forward,0,26.7,0,False,False,False
1930,WC-1930,Chile,P-33635,Guillermo Arellano,forward,0,21.9,0,False,False,False
1930,WC-1930,Chile,P-54301,Ernesto Chaparro,defender,0,29.5,0,False,False,False
1930,WC-1930,Chile,P-88235,Arturo Coddou,midfielder,0,25.5,0,False,False,False
1930,WC-1930,Chile,P-01278,Roberto Cortés,goal keeper,0,25.4,0,False,False,False
1930,WC-1930,Chile,P-41928,Humberto Elgueta,midfielder,0,25.8,0,False,False,False
1930,WC-1930,Chile,P-32614,César Espinoza,goal keeper,0,29.8,0,False,False,False
1930,WC-1930,Chile,P-07122,Víctor Morales,defender,0,25.2,0,False,False,False
1930,WC-1930,Chile,P-66860,Horacio Muñoz,forward,0,30.5,0,False,False,False
1930,WC-1930,Chile,P-19195,Tomás Ojeda,forward,0,20.2,0,False,False,False
1930,WC-1930,Chile,P-97943,Ulises Poirier,defender,0,33.4,0,False,False,False
1930,WC-1930,Chile,P-85142,Guillermo Riveros,defender,0,28.4,0,False,False,False
1930,WC-1930,Chile,P-49261,Guillermo Saavedra,midfielder,0,26.7,0,False,False,False
1930,WC-1930,Chile,P-89829,Carlos Schneeberger,forward,0,28.1,0,False,False,False
1930,WC-1930,Chile,P-08459,Guillermo Subiabre,forward,0,28.4,2,False,False,False
1930,WC-1930,Chile,P-10927,Arturo Torres,midfielder,0,23.7,0,False,False,False
1930,WC-1930,Chile,P-28795,Casimiro Torres,midfielder,0,24.5,0,False,False,False
1930,WC-1930,Chile,P-61338,Carlos Vidal,forward,0,28.4,2,False,False,False
1930,WC-1930,Chile,P-65664,Eberardo Villalobos,forward,0,22.3,0,False,False,False
1930,WC-1930,France,P-68817,Numa Andoire,defender,0,22.3,0,False,False,False
1930,WC-1930,France,P-77318,Marcel Capelle,defender,0,25.6,0,False,False,False
1930,WC-1930,France,P-83054,Augustin Chantrel,midfielder,0,23.7,0,False,False,False
1930,WC-1930,France,P-10604,Edmond Delfour,midfielder,0,22.7,0,False,False,False
1930,WC-1930,France,P-53878,Célestin Delmer,midfielder,0,23.4,0,False,False,False
1930,WC-1930,France,P-99087,Marcel Langiller,forward,0,22.1,1,False,False,False
1930,WC-1930,France,P-73308,Jean Laurent,defender,0,23.5,0,False,False,False
1930,WC-1930,France,P-05470,Lucien Laurent,forward,0,22.6,1,False,False,False
1930,WC-1930,France,P-89688,Ernest Libérati,forward,0,24.3,0,False,False,False
1930,WC-1930,France,P-60620,André Maschinot,forward,0,27.0,2,False,False,False
1930,WC-1930,France,P-67332,Étienne Mattler,defender,0,24.5,0,False,False,False
1930,WC-1930,France,P-58728,Marcel Pinel,forward,0,22.0,0,False,False,False
1930,WC-1930,France,P-62322,André Tassin,goal keeper,0,27.6,0,False,False,False
1930,WC-1930,France,P-50248,Alex Thépot,goal keeper,0,24.0,0,False,False,False
1930,WC-1930,France,P-02281,Émile Veinante,forward,0,23.1,0,False,False,False
1930,WC-1930,France,P-48345,Alexandre Villaplane,midfielder,0,25.5,0,False,False,False
1930,WC-1930,Mexico,P-36379,Efraín Amézcua,midfielder,0,22.9,0,False,False,False
1930,WC-1930,Mexico,P-33560,Oscar Bonfiglio,goal keeper,0,24.8,0,False,False,False
1930,WC-1930,Mexico,P-94135,Juan Carreño,forward,0,22.9,1,False,False,False
1930,WC-1930,Mexico,P-33321,Jesús Castro,forward,0,30.5,0,False,False,False
1930,WC-1930,Mexico,P-43777,Rafael Garza Gutiérrez,defender,0,33.6,0,False,False,False
1930,WC-1930,Mexico,P-41910,Francisco Garza Gutiérrez,defender,0,26.3,0,False,False,False
1930,WC-1930,Mexico,P-31066,Roberto Gayón,forward,0,25.5,1,False,False,False
1930,WC-1930,Mexico,P-84297,Hilario López,forward,0,22.7,0,False,False,False
1930,WC-1930,Mexico,P-21313,Dionisio Mejía,forward,0,23.5,0,False,False,False
1930,WC-1930,Mexico,P-27734,Felipe Olivares,forward,0,22.7,0,False,False,False
1930,WC-1930,Mexico,P-31687,Luis Pérez,forward,0,23.5,0,False,False,False
1930,WC-1930,Mexico,P-58196,Raymundo Rodríguez,midfielder,0,25.2,0,False,False,False
1930,WC-1930,Mexico,P-08566,Felipe Rosas,midfielder,0,20.4,0,False,False,False
1930,WC-1930,Mexico,P-89481,Manuel Rosas,defender,0,18.2,2,False,False,False
1930,WC-1930,Mexico,P-17565,José Ruíz,forward,0,26.5,0,False,False,False
1930,WC-1930,Mexico,P-83291,Alfredo Viejo Sánchez,midfielder,0,22.1,0,False,False,False
1930,WC-1930,Mexico,P-65099,Isidoro Sota,goal keeper,0,28.4,0,False,False,False
1930,WC-1930,Paraguay,P-33814,Francisco Aguirre,midfielder,0,,0,False,False,False
1930,WC-1930,Paraguay,P-35834,Pedro Benítez,goal keeper,0,29.5,0,False,False,False
1930,WC-1930,Paraguay,P-30741,Santiago Benítez,midfielder,0,,0,False,False,False
1930,WC-1930,Paraguay,P-78377,Delfín Benítez Cáceres,forward,0,19.8,0,False,False,False
1930,WC-1930,Paraguay,P-61392,Saguier Carreras,forward,0,,0,False,False,False
1930,WC-1930,Paraguay,P-51301,Eustacio Chamorro,defender,0,,0,False,False,False
1930,WC-1930,Paraguay,P-68567,Modesto Denis,goal keeper,0,,0,False,False,False
1930,WC-1930,Paraguay,P-37309,Eusebio Díaz,midfielder,0,,0,False,False,False
1930,WC-1930,Paraguay,P-21707,Diógenes Domínguez,forward,0,,0,False,False,False
1930,WC-1930,Paraguay,P-08814,Romildo Etcheverry,midfielder,0,,0,False,False,False
1930,WC-1930,Paraguay,P-54557,Diego Florentín,midfielder,0,,0,False,False,False
1930,WC-1930,Paraguay,P-86082,Salvador Flores,defender,0,,0,False,False,False
1930,WC-1930,Paraguay,P-65504,Tranquilino Garcete,midfielder,0,,0,False,False,False
1930,WC-1930,Paraguay,P-64697,Aurelio González,forward,0,24.8,0,False,False,False
1930,WC-1930,Paraguay,P-04623,José Miracca,defender,0,26.8,0,False,False,False
1930,WC-1930,Paraguay,P-98075,Lino Nessi,forward,0,,0,False,False,False
1930,WC-1930,Paraguay,P-11035,Quiterio Olmedo,defender,0,22.6,0,False,False,False
1930,WC-1930,Paraguay,P-09057,Amadeo Ortega,forward,0,,0,False,False,False
1930,WC-1930,Paraguay,P-04417,Bernabé Rivera,forward,0,,0,False,False,False
1930,WC-1930,Paraguay,P-51624,Gerardo Romero,forward,0,,0,False,False,False
1930,WC-1930,Paraguay,P-06201,Luis Vargas Peña,forward,0,23.2,1,False,False,False
1930,WC-1930,Paraguay,P-51390,Jacinto Villalba,forward,0,,0,False,False,False
1930,WC-1930,Peru,P-35875,Eduardo Astengo,midfielder,0,24.9,0,False,False,False
1930,WC-1930,Peru,P-45407,Carlos Cillóniz,midfielder,0,20.0,0,False,False,False
1930,WC-1930,Peru,P-79515,Mario de las Casas,defender,0,29.4,0,False,False,False
1930,WC-1930,Peru,P-07526,Alberto Denegri,midfielder,0,23.9,0,False,False,False
1930,WC-1930,Peru,P-45649,Arturo Fernández,defender,0,20.3,0,False,False,False
1930,WC-1930,Peru,P-64036,Plácido Galindo,midfielder,0,24.3,0,False,False,False
1930,WC-1930,Peru,P-38495,Domingo García,midfielder,0,,0,False,False,False
1930,WC-1930,Peru,P-29687,Jorge Góngora,forward,0,23.8,0,False,False,False
1930,WC-1930,Peru,P-93477,José María Lavalle,forward,0,19.1,0,False,False,False
1930,WC-1930,Peru,P-44526,Julio Lores,forward,0,21.8,0,False,False,False
1930,WC-1930,Peru,P-57115,Antonio Maquilón,defender,0,27.6,0,False,False,False
1930,WC-1930,Peru,P-71799,Demetrio Neyra,forward,0,21.6,0,False,False,False
1930,WC-1930,Peru,P-19170,Pablo Pacheco,forward,0,,0,False,False,False
1930,WC-1930,Peru,P-06866,Jorge Pardon,goal keeper,0,20.6,0,False,False,False
1930,WC-1930,Peru,P-08526,Julio Quintana,midfielder,0,26.0,0,False,False,False
1930,WC-1930,Peru,P-27561,Lizardo Rodríguez Nue,forward,0,19.9,0,False,False,False
1930,WC-1930,Peru,P-36167,Jorge Sarmiento,forward,0,29.7,0,False,False,False
1930,WC-1930,Peru,P-66691,Alberto Soria,defender,0,24.3,0,False,False,False
1930,WC-1930,Peru,P-44010,Luis Souza Ferreira,forward,0,26.0,1,False,False,False
1930,WC-1930,Peru,P-89076,Juan Valdivieso,goal keeper,0,20.2,0,False,False,False
1930,WC-1930,Peru,P-41536,Juan Alfonso Valle,midfielder,0,,0,False,False,False
1930,WC-1930,Peru,P-36243,Alejandro Villanueva,forward,0,22.1,0,False,False,False
1930,WC-1930,Romania,P-99417,Ştefan Barbu,forward,0,22.4,0,False,False,False
1930,WC-1930,Romania,P-62376,Rudolf Bürger,defender,0,21.7,0,False,False,False
1930,WC-1930,Romania,P-27752,Iosif Czako,defender,0,24.1,0,False,False,False
1930,WC-1930,Romania,P-91295,Adalbert Deşu,forward,0,21.3,1,False,False,False
1930,WC-1930,Romania,P-20672,Alfred Eisenbeisser,midfielder,0,22.3,0,False,False,False
1930,WC-1930,Romania,P-70294,Miklós Kovács,forward,0,18.6,1,False,False,False
1930,WC-1930,Romania,P-09282,Ion Lǎpuşneanu,goal keeper,0,21.6,0,False,False,False
1930,WC-1930,Romania,P-07972,László Raffinsky,midfielder,0,25.2,0,False,False,False
1930,WC-1930,Romania,P-02455,Corneliu Robe,midfielder,0,22.1,0,False,False,False
1930,WC-1930,Romania,P-18615,Constantin Stanciu,forward,0,19.4,1,False,False,False
1930,WC-1930,Romania,P-51872,Adalbert Steiner,defender,0,23.5,0,False,False,False
1930,WC-1930,Romania,P-81554,Ilie Subăşeanu,forward,0,24.5,0,False,False,False
1930,WC-1930,Romania,P-22907,Emerich Vogl,defender,0,24.9,0,False,False,False
1930,WC-1930,Romania,P-85622,Rudolf Wetzer,forward,0,29.3,0,False,False,False
1930,WC-1930,Romania,P-22304,Samuel Zauber,goal keeper,0,29.7,0,False,False,False
1930,WC-1930,United States,P-58795,Andy Auld,midfielder,0,30.5,0,False,False,False
1930,WC-1930,United States,P-94425,Mike Bookie,forward,0,25.8,0,False,False,False
1930,WC-1930,United States,P-06424,Jim Brown,forward,0,21.5,1,False,False,False
1930,WC-1930,United States,P-12437,Jimmy Douglas,goal keeper,0,32.5,0,False,False,False
1930,WC-1930,United States,P-37361,Tom Florie,forward,0,32.8,1,False,False,False
1930,WC-1930,United States,P-99522,Jimmy Gallagher,midfielder,0,29.1,0,False,False,False
1930,WC-1930,United States,P-00733,James Gentle,forward,0,26.0,0,False,False,False
1930,WC-1930,United States,P-85569,Billy Gonsalves,forward,0,21.9,0,False,False,False
1930,WC-1930,United States,P-65185,Bart McGhee,forward,0,31.2,1,False,False,False
1930,WC-1930,United States,P-25155,George Moorhouse,defender,0,29.2,0,False,False,False
1930,WC-1930,United States,P-46121,Arnie Oliver,forward,0,23.1,0,False,False,False
1930,WC-1930,United States,P-71973,Bert Patenaude,forward,0,20.7,4,False,False,False
1930,WC-1930,United States,P-47437,Philip Slone,midfielder,0,23.5,0,False,False,False
1930,WC-1930,United States,P-04110,Raphael Tracey,forward,0,26.4,0,False,False,False
1930,WC-1930,United States,P-49855,Frank Vaughn,defender,0,28.4,0,False,False,False
1930,WC-1930,United States,P-56459,Alexander Wood,defender,0,23.1,0,False,False,False
1930,WC-1930,Uruguay,P-63826,José Leandro Andrade,midfielder,0,28.6,0,False,False,False
1930,WC-1930,Uruguay,P-57352,Peregrino Anselmo,forward,0,28.2,3,False,False,False
1930,WC-1930,Uruguay,P-63987,Enrique Ballesteros,goal keeper,0,25.5,0,False,False,False
1930,WC-1930,Uruguay,P-47453,Juan Carlos Calvo,forward,0,24.0,0,False,False,False
1930,WC-1930,Uruguay,P-76186,Miguel Capuccini,goal keeper,0,26.5,0,False,False,False
1930,WC-1930,Uruguay,P-54697,Héctor Castro,forward,0,25.6,2,False,False,False
1930,WC-1930,Uruguay,P-18628,Pedro Cea,forward,0,29.9,5,False,False,False
1930,WC-1930,Uruguay,P-38674,Pablo Dorado,forward,0,22.1,2,False,False,False
1930,WC-1930,Uruguay,P-53856,Lorenzo Fernández,midfielder,0,30.1,0,False,False,False
1930,WC-1930,Uruguay,P-39785,Álvaro Gestido,midfielder,0,23.2,0,False,False,False
1930,WC-1930,Uruguay,P-31959,Santos Iriarte,forward,0,27.7,2,False,False,False
1930,WC-1930,Uruguay,P-49150,Ernesto Mascheroni,defender,0,22.6,0,False,False,False
1930,WC-1930,Uruguay,P-55304,Ángel Melogno,midfielder,0,25.3,0,False,False,False
1930,WC-1930,Uruguay,P-76270,José Nasazzi,defender,0,29.1,0,False,False,False
1930,WC-1930,Uruguay,P-93278,Pedro Petrone,forward,0,25.2,0,False,False,False
1930,WC-1930,Uruguay,P-41238,Conduelo Píriz,midfielder,0,25.1,0,False,False,False
1930,WC-1930,Uruguay,P-63026,Emilio Recoba,defender,0,25.7,0,False,False,False
1930,WC-1930,Uruguay,P-98216,Carlos Riolfo,midfielder,0,24.7,0,False,False,False
1930,WC-1930,Uruguay,P-93344,Zoilo Saldombide,forward,0,25.3,0,False,False,False
1930,WC-1930,Uruguay,P-44201,Héctor Scarone,forward,0,31.6,1,False,False,False
1930,WC-1930,Uruguay,P-86932,Domingo Tejera,defender,0,31.0,0,False,False,False
1930,WC-1930,Uruguay,P-17569,Santos Urdinarán,forward,0,30.3,0,False,False,False
1930,WC-1930,Yugoslavia,P-72808,Milorad Arsenijević,midfielder,0,24.1,0,False,False,False
1930,WC-1930,Yugoslavia,P-43734,Ivan Bek,forward,0,20.7,3,False,False,False
1930,WC-1930,Yugoslavia,P-13261,Momčilo Đokić,midfielder,0,19.4,0,False,False,False
1930,WC-1930,Yugoslavia,P-15059,Branislav Hrnjiček,midfielder,0,22.1,0,False,False,False
1930,WC-1930,Yugoslavia,P-44887,Milutin Ivković,defender,0,24.4,0,False,False,False
1930,WC-1930,Yugoslavia,P-24808,Milovan Jakšić,goal keeper,0,20.8,0,False,False,False
1930,WC-1930,Yugoslavia,P-75929,Blagoje Marjanović,forward,0,22.8,1,False,False,False
1930,WC-1930,Yugoslavia,P-10671,Bozidar Marković,forward,0,30.5,0,False,False,False
1930,WC-1930,Yugoslavia,P-19712,Dragoslav Mihajlović,defender,0,23.6,0,False,False,False
1930,WC-1930,Yugoslavia,P-91900,Dragutin Najdanović,forward,0,22.2,0,False,False,False
1930,WC-1930,Yugoslavia,P-94965,Branislav Sekulić,forward,0,23.7,0,False,False,False
1930,WC-1930,Yugoslavia,P-74878,Teofilo Spasojević,midfielder,0,21.5,0,False,False,False
1930,WC-1930,Yugoslavia,P-62267,Ljubiša Stefanović,defender,0,20.5,0,False,False,False
1930,WC-1930,Yugoslavia,P-55273,Milan Stojanović,goal keeper,0,18.5,0,False,False,False
1930,WC-1930,Yugoslavia,P-43349,Aleksandar Tirnanić,forward,0,19.0,1,False,False,False
1930,WC-1930,Yugoslavia,P-59061,Dragomir Tošić,defender,0,20.7,0,False,False,False
1930,WC-1930,Yugoslavia,P-33565,Đorđe Vujadinović,forward,0,20.6,2,False,False,False
1934,WC-1934,Argentina,P-32516,Ernesto Albarracín,midfielder,0,26.7,0,False,False,False
1934,WC-1934,Argentina,P-42498,Ramón Astudillo,defender,0,,0,False,False,False
1934,WC-1934,Argentina,P-11019,Ernesto Belis,defender,0,25.3,1,False,False,False
1934,WC-1934,Argentina,P-21951,Enrique Chimento,defender,0,,0,False,False,False
1934,WC-1934,Argentina,P-05185,Alfredo Devincenzi,forward,0,23.3,0,False,False,False
1934,WC-1934,Argentina,P-98837,Héctor Freschi,goal keeper,0,23.0,0,False,False,False
1934,WC-1934,Argentina,P-61839,Alberto Galateo,forward,0,22.2,1,False,False,False
1934,WC-1934,Argentina,P-33940,Ángel Grippa,goal keeper,0,20.2,0,False,False,False
1934,WC-1934,Argentina,P-82803,Roberto Irañeta,forward,0,19.2,0,False,False,False
1934,WC-1934,Argentina,P-02358,Luis Izzeta,forward,0,,0,False,False,False
1934,WC-1934,Argentina,P-32246,Arcadio López,midfielder,0,23.7,0,False,False,False
1934,WC-1934,Argentina,P-05772,Alfonso Lorenzo,midfielder,0,,0,False,False,False
1934,WC-1934,Argentina,P-64351,José Nehin,midfielder,0,28.6,0,False,False,False
1934,WC-1934,Argentina,P-15166,Juan Pedevilla,defender,0,25.0,0,False,False,False
1934,WC-1934,Argentina,P-16377,Francisco Pérez,forward,0,,0,False,False,False
1934,WC-1934,Argentina,P-94114,Francisco Rúa,forward,0,23.3,0,False,False,False
1934,WC-1934,Argentina,P-33461,Constantino Urbieta Sosa,midfielder,0,26.8,0,False,False,False
1934,WC-1934,Argentina,P-95620,Federico Wilde,forward,0,,0,False,False,False
1934,WC-1934,Austria,P-51668,Josef Bican,forward,0,20.7,1,False,False,False
1934,WC-1934,Austria,P-37758,Georg Braun,forward,0,27.3,0,False,False,False
1934,WC-1934,Austria,P-72888,Franz Cisar,defender,0,25.5,0,False,False,False
1934,WC-1934,Austria,P-28322,Friederich Franzl,goal keeper,0,29.2,0,False,False,False
1934,WC-1934,Austria,P-32150,Josef Hassmann,forward,0,24.0,0,False,False,False
1934,WC-1934,Austria,P-94617,Leopold Hofmann,midfielder,0,28.6,0,False,False,False
1934,WC-1934,Austria,P-51711,Johann Horvath,forward,0,31.0,2,False,False,False
1934,WC-1934,Austria,P-92579,Anton Janda,defender,0,30.1,0,False,False,False
1934,WC-1934,Austria,P-48419,Matthias Kaburek,forward,0,23.3,0,False,False,False
1934,WC-1934,Austria,P-14775,Peter Platzer,goal keeper,0,24.0,0,False,False,False
1934,WC-1934,Austria,P-17740,Rudolf Raftl,goal keeper,0,23.3,0,False,False,False
1934,WC-1934,Austria,P-87474,Anton Schall,forward,0,26.9,1,False,False,False
1934,WC-1934,Austria,P-14790,Willibald Schmaus,defender,0,22.9,0,False,False,False
1934,WC-1934,Austria,P-05609,Karl Sesta,defender,0,28.2,1,False,False,False
1934,WC-1934,Austria,P-11865,Matthias Sindelar,forward,0,31.3,1,False,False,False
1934,WC-1934,Austria,P-71630,Josef Smistik,midfielder,0,28.5,0,False,False,False
1934,WC-1934,Austria,P-30750,Josef Stroh,forward,0,21.2,0,False,False,False
1934,WC-1934,Austria,P-97102,Johann Urbanek,midfielder,0,23.6,0,False,False,False
1934,WC-1934,Austria,P-65339,Rudolf Viertl,forward,0,31.5,0,False,False,False
1934,WC-1934,Austria,P-39159,Franz Wagner,midfielder,0,22.7,0,False,False,False
1934,WC-1934,Austria,P-19490,Hans Walzhofer,forward,0,28.2,0,False,False,False
1934,WC-1934,Austria,P-05719,Karl Zischek,forward,0,23.7,1,False,False,False
1934,WC-1934,Belgium,P-20690,Arnold Badjou,goal keeper,0,24.9,0,False,False,False
1934,WC-1934,Belgium,P-57945,Désiré Bourgeois,midfielder,0,25.5,0,False,False,False
1934,WC-1934,Belgium,P-56476,Jean Brichaut,forward,0,22.8,0,False,False,False
1934,WC-1934,Belgium,P-27187,Jean Capelle,forward,0,20.6,0,False,False,False
1934,WC-1934,Belgium,P-89966,Jean Claessens,midfielder,0,25.9,0,False,False,False
1934,WC-1934,Belgium,P-31088,François Devries,forward,0,20.8,0,False,False,False
1934,WC-1934,Belgium,P-28338,Laurent Grimmonprez,forward,0,31.4,0,False,False,False
1934,WC-1934,Belgium,P-61253,August Hellemans,midfielder,0,26.7,0,False,False,False
1934,WC-1934,Belgium,P-97896,Albert Heremans,forward,0,28.1,0,False,False,False
1934,WC-1934,Belgium,P-00356,Constant Joacim,defender,0,26.2,0,False,False,False
1934,WC-1934,Belgium,P-03817,Robert Lamoot,forward,0,23.2,0,False,False,False
1934,WC-1934,Belgium,P-93825,François Ledent,forward,0,25.9,0,False,False,False
1934,WC-1934,Belgium,P-51930,Jules Pappaert,defender,0,28.6,0,False,False,False
1934,WC-1934,Belgium,P-11200,Frans Peeraer,midfielder,0,21.3,0,False,False,False
1934,WC-1934,Belgium,P-81829,Victor Putmans,midfielder,0,20.0,0,False,False,False
1934,WC-1934,Belgium,P-87214,René Simons,midfielder,0,30.1,0,False,False,False
1934,WC-1934,Belgium,P-38767,Philibert Smellinckx,defender,0,23.4,0,False,False,False
1934,WC-1934,Belgium,P-97759,Joseph Van Ingelgem,midfielder,0,22.3,0,False,False,False
1934,WC-1934,Belgium,P-32287,André Vandewyer,goal keeper,0,24.9,0,False,False,False
1934,WC-1934,Belgium,P-69286,Louis Versyp,forward,0,25.5,0,False,False,False
